,x,Lineage
human2_lib1.final_cell_0182,beta,Endocrine
human2_lib1.final_cell_0183,beta,Endocrine
human2_lib1.final_cell_0184,alpha,Endocrine
human2_lib1.final_cell_0185,gamma,Endocrine
human2_lib1.final_cell_0186,ductal,Exocrine
human2_lib1.final_cell_0187,beta,Endocrine
human2_lib1.final_cell_0188,endothelial,endothelial
human2_lib1.final_cell_0189,gamma,Endocrine
human2_lib1.final_cell_0190,ductal,Exocrine
human2_lib1.final_cell_0191,alpha,Endocrine
human2_lib1.final_cell_0192,ductal,Exocrine
human2_lib1.final_cell_0193,delta,Endocrine
human2_lib1.final_cell_0194,ductal,Exocrine
human2_lib1.final_cell_0195,beta,Endocrine
human2_lib1.final_cell_0196,beta,Endocrine
human2_lib1.final_cell_0197,endothelial,endothelial
human2_lib1.final_cell_0198,beta,Endocrine
human2_lib1.final_cell_0199,alpha,Endocrine
human2_lib1.final_cell_0200,delta,Endocrine
human2_lib1.final_cell_0201,beta,Endocrine
human2_lib1.final_cell_0202,activated_stellate,PSC
human2_lib1.final_cell_0203,alpha,Endocrine
human2_lib1.final_cell_0204,beta,Endocrine
human2_lib1.final_cell_0205,ductal,Exocrine
human2_lib1.final_cell_0206,beta,Endocrine
human2_lib1.final_cell_0207,gamma,Endocrine
human2_lib1.final_cell_0208,alpha,Endocrine
human2_lib1.final_cell_0209,alpha,Endocrine
human2_lib1.final_cell_0210,alpha,Endocrine
human2_lib1.final_cell_0211,delta,Endocrine
human2_lib1.final_cell_0212,alpha,Endocrine
human2_lib1.final_cell_0213,ductal,Exocrine
human2_lib1.final_cell_0214,alpha,Endocrine
human2_lib1.final_cell_0215,beta,Endocrine
human2_lib1.final_cell_0216,endothelial,endothelial
human2_lib1.final_cell_0217,activated_stellate,PSC
human2_lib1.final_cell_0218,alpha,Endocrine
human2_lib1.final_cell_0219,beta,Endocrine
human2_lib1.final_cell_0220,alpha,Endocrine
human2_lib1.final_cell_0221,alpha,Endocrine
human2_lib1.final_cell_0222,alpha,Endocrine
human2_lib1.final_cell_0223,beta,Endocrine
human2_lib1.final_cell_0224,beta,Endocrine
human2_lib1.final_cell_0225,alpha,Endocrine
human2_lib1.final_cell_0226,gamma,Endocrine
human2_lib1.final_cell_0227,beta,Endocrine
human2_lib1.final_cell_0228,alpha,Endocrine
human2_lib1.final_cell_0229,alpha,Endocrine
human2_lib1.final_cell_0230,alpha,Endocrine
human2_lib1.final_cell_0231,beta,Endocrine
human2_lib1.final_cell_0232,ductal,Exocrine
human2_lib1.final_cell_0233,beta,Endocrine
human2_lib1.final_cell_0234,activated_stellate,PSC
human2_lib1.final_cell_0235,alpha,Endocrine
human2_lib1.final_cell_0236,beta,Endocrine
human2_lib1.final_cell_0237,beta,Endocrine
human2_lib1.final_cell_0238,gamma,Endocrine
human2_lib1.final_cell_0239,alpha,Endocrine
human2_lib1.final_cell_0240,alpha,Endocrine
human2_lib1.final_cell_0241,alpha,Endocrine
human2_lib1.final_cell_0242,beta,Endocrine
human2_lib1.final_cell_0243,alpha,Endocrine
human2_lib1.final_cell_0244,endothelial,endothelial
human2_lib1.final_cell_0245,alpha,Endocrine
human2_lib1.final_cell_0246,delta,Endocrine
human2_lib1.final_cell_0247,activated_stellate,PSC
human2_lib1.final_cell_0248,gamma,Endocrine
human2_lib1.final_cell_0249,beta,Endocrine
human2_lib1.final_cell_0250,alpha,Endocrine
human2_lib1.final_cell_0251,ductal,Exocrine
human2_lib1.final_cell_0252,beta,Endocrine
human2_lib1.final_cell_0253,gamma,Endocrine
human2_lib1.final_cell_0254,beta,Endocrine
human2_lib1.final_cell_0255,beta,Endocrine
human2_lib1.final_cell_0256,ductal,Exocrine
human2_lib1.final_cell_0257,ductal,Exocrine
human2_lib1.final_cell_0258,alpha,Endocrine
human2_lib1.final_cell_0259,beta,Endocrine
human2_lib1.final_cell_0260,beta,Endocrine
human2_lib1.final_cell_0261,ductal,Exocrine
human2_lib1.final_cell_0262,beta,Endocrine
human2_lib1.final_cell_0263,ductal,Exocrine
human2_lib1.final_cell_0264,alpha,Endocrine
human2_lib1.final_cell_0265,alpha,Endocrine
human2_lib1.final_cell_0266,activated_stellate,PSC
human2_lib1.final_cell_0267,delta,Endocrine
human2_lib1.final_cell_0268,alpha,Endocrine
human2_lib1.final_cell_0269,activated_stellate,PSC
human2_lib1.final_cell_0270,beta,Endocrine
human2_lib1.final_cell_0271,alpha,Endocrine
human2_lib1.final_cell_0272,delta,Endocrine
human2_lib1.final_cell_0273,beta,Endocrine
human2_lib1.final_cell_0274,beta,Endocrine
human2_lib1.final_cell_0275,delta,Endocrine
human2_lib1.final_cell_0276,ductal,Exocrine
human2_lib1.final_cell_0277,alpha,Endocrine
human2_lib1.final_cell_0278,delta,Endocrine
human2_lib1.final_cell_0279,alpha,Endocrine
human2_lib1.final_cell_0280,beta,Endocrine
human2_lib1.final_cell_0281,ductal,Exocrine
human2_lib1.final_cell_0282,beta,Endocrine
human2_lib1.final_cell_0283,endothelial,endothelial
human2_lib1.final_cell_0284,ductal,Exocrine
human2_lib1.final_cell_0285,beta,Endocrine
human2_lib1.final_cell_0286,alpha,Endocrine
human2_lib1.final_cell_0287,activated_stellate,PSC
human2_lib1.final_cell_0288,beta,Endocrine
human2_lib1.final_cell_0289,alpha,Endocrine
human2_lib1.final_cell_0290,beta,Endocrine
human2_lib1.final_cell_0291,beta,Endocrine
human2_lib1.final_cell_0292,alpha,Endocrine
human2_lib1.final_cell_0293,beta,Endocrine
human2_lib1.final_cell_0294,alpha,Endocrine
human2_lib1.final_cell_0295,gamma,Endocrine
human2_lib1.final_cell_0296,beta,Endocrine
human2_lib1.final_cell_0297,ductal,Exocrine
human2_lib1.final_cell_0298,beta,Endocrine
human2_lib1.final_cell_0299,alpha,Endocrine
human2_lib1.final_cell_0300,alpha,Endocrine
human2_lib1.final_cell_0301,alpha,Endocrine
human2_lib1.final_cell_0302,alpha,Endocrine
human2_lib1.final_cell_0303,ductal,Exocrine
human2_lib1.final_cell_0304,beta,Endocrine
human2_lib1.final_cell_0305,alpha,Endocrine
human2_lib1.final_cell_0306,alpha,Endocrine
human2_lib1.final_cell_0307,ductal,Exocrine
human2_lib1.final_cell_0308,alpha,Endocrine
human2_lib1.final_cell_0309,ductal,Exocrine
human2_lib1.final_cell_0310,alpha,Endocrine
human2_lib1.final_cell_0311,alpha,Endocrine
human2_lib1.final_cell_0312,gamma,Endocrine
human2_lib1.final_cell_0313,ductal,Exocrine
human2_lib1.final_cell_0314,ductal,Exocrine
human2_lib1.final_cell_0315,alpha,Endocrine
human2_lib1.final_cell_0316,alpha,Endocrine
human2_lib1.final_cell_0317,ductal,Exocrine
human2_lib1.final_cell_0318,beta,Endocrine
human2_lib1.final_cell_0319,ductal,Exocrine
human2_lib1.final_cell_0320,alpha,Endocrine
human2_lib1.final_cell_0321,ductal,Exocrine
human2_lib1.final_cell_0322,alpha,Endocrine
human2_lib1.final_cell_0323,ductal,Exocrine
human2_lib1.final_cell_0324,beta,Endocrine
human2_lib1.final_cell_0325,beta,Endocrine
human2_lib1.final_cell_0326,beta,Endocrine
human2_lib1.final_cell_0327,ductal,Exocrine
human2_lib1.final_cell_0328,ductal,Exocrine
human2_lib1.final_cell_0329,alpha,Endocrine
human2_lib1.final_cell_0330,delta,Endocrine
human2_lib1.final_cell_0331,alpha,Endocrine
human2_lib1.final_cell_0332,beta,Endocrine
human2_lib1.final_cell_0333,beta,Endocrine
human2_lib1.final_cell_0334,endothelial,endothelial
human2_lib1.final_cell_0335,alpha,Endocrine
human2_lib1.final_cell_0336,alpha,Endocrine
human2_lib1.final_cell_0337,alpha,Endocrine
human2_lib1.final_cell_0338,alpha,Endocrine
human2_lib1.final_cell_0339,alpha,Endocrine
human2_lib1.final_cell_0340,alpha,Endocrine
human2_lib1.final_cell_0341,ductal,Exocrine
human2_lib1.final_cell_0342,alpha,Endocrine
human2_lib1.final_cell_0343,alpha,Endocrine
human2_lib1.final_cell_0344,ductal,Exocrine
human2_lib1.final_cell_0345,alpha,Endocrine
human2_lib1.final_cell_0346,ductal,Exocrine
human2_lib1.final_cell_0347,ductal,Exocrine
human2_lib1.final_cell_0348,ductal,Exocrine
human2_lib1.final_cell_0349,alpha,Endocrine
human2_lib1.final_cell_0350,activated_stellate,PSC
human2_lib1.final_cell_0351,ductal,Exocrine
human2_lib1.final_cell_0352,alpha,Endocrine
human2_lib1.final_cell_0353,alpha,Endocrine
human2_lib1.final_cell_0354,beta,Endocrine
human2_lib1.final_cell_0355,delta,Endocrine
human2_lib1.final_cell_0356,alpha,Endocrine
human2_lib1.final_cell_0357,alpha,Endocrine
human2_lib1.final_cell_0358,ductal,Exocrine
human2_lib1.final_cell_0359,alpha,Endocrine
human2_lib1.final_cell_0360,alpha,Endocrine
human2_lib1.final_cell_0361,gamma,Endocrine
human2_lib1.final_cell_0362,ductal,Exocrine
human2_lib1.final_cell_0363,alpha,Endocrine
human2_lib1.final_cell_0364,delta,Endocrine
human2_lib1.final_cell_0365,endothelial,endothelial
human2_lib1.final_cell_0366,beta,Endocrine
human2_lib1.final_cell_0367,alpha,Endocrine
human2_lib1.final_cell_0368,beta,Endocrine
human2_lib1.final_cell_0369,alpha,Endocrine
human2_lib1.final_cell_0370,alpha,Endocrine
human2_lib1.final_cell_0371,alpha,Endocrine
human2_lib1.final_cell_0372,gamma,Endocrine
human2_lib1.final_cell_0373,ductal,Exocrine
human2_lib1.final_cell_0374,alpha,Endocrine
human2_lib1.final_cell_0375,alpha,Endocrine
human2_lib1.final_cell_0376,gamma,Endocrine
human2_lib1.final_cell_0377,alpha,Endocrine
human2_lib1.final_cell_0378,quiescent_stellate,PSC
human2_lib1.final_cell_0379,beta,Endocrine
human2_lib1.final_cell_0380,ductal,Exocrine
human2_lib1.final_cell_0381,ductal,Exocrine
human2_lib1.final_cell_0382,beta,Endocrine
human2_lib1.final_cell_0383,alpha,Endocrine
human2_lib1.final_cell_0384,alpha,Endocrine
human2_lib1.final_cell_0385,alpha,Endocrine
human2_lib1.final_cell_0386,alpha,Endocrine
human2_lib1.final_cell_0387,alpha,Endocrine
human2_lib1.final_cell_0388,beta,Endocrine
human2_lib1.final_cell_0389,alpha,Endocrine
human2_lib1.final_cell_0390,beta,Endocrine
human2_lib1.final_cell_0391,ductal,Exocrine
human2_lib1.final_cell_0392,gamma,Endocrine
human2_lib1.final_cell_0393,beta,Endocrine
human2_lib1.final_cell_0394,activated_stellate,PSC
human2_lib1.final_cell_0395,ductal,Exocrine
human2_lib1.final_cell_0396,ductal,Exocrine
human2_lib1.final_cell_0397,alpha,Endocrine
human2_lib1.final_cell_0398,gamma,Endocrine
human2_lib1.final_cell_0399,epsilon,Endocrine
human2_lib1.final_cell_0400,alpha,Endocrine
human2_lib1.final_cell_0401,delta,Endocrine
human2_lib1.final_cell_0402,alpha,Endocrine
human2_lib1.final_cell_0403,ductal,Exocrine
human2_lib1.final_cell_0404,alpha,Endocrine
human2_lib1.final_cell_0405,beta,Endocrine
human2_lib1.final_cell_0406,activated_stellate,PSC
human2_lib1.final_cell_0407,gamma,Endocrine
human2_lib1.final_cell_0408,alpha,Endocrine
human2_lib1.final_cell_0409,alpha,Endocrine
human2_lib1.final_cell_0410,schwann,schwann
human2_lib1.final_cell_0411,ductal,Exocrine
human2_lib1.final_cell_0412,alpha,Endocrine
human2_lib1.final_cell_0413,alpha,Endocrine
human2_lib1.final_cell_0414,gamma,Endocrine
human2_lib1.final_cell_0415,alpha,Endocrine
human2_lib1.final_cell_0416,alpha,Endocrine
human2_lib1.final_cell_0417,alpha,Endocrine
human2_lib1.final_cell_0418,alpha,Endocrine
human2_lib1.final_cell_0419,alpha,Endocrine
human2_lib1.final_cell_0420,alpha,Endocrine
human2_lib1.final_cell_0421,beta,Endocrine
human2_lib1.final_cell_0422,macrophage,Immune
human2_lib1.final_cell_0423,ductal,Exocrine
human2_lib1.final_cell_0424,alpha,Endocrine
human2_lib1.final_cell_0425,alpha,Endocrine
human2_lib1.final_cell_0426,ductal,Exocrine
human2_lib1.final_cell_0427,alpha,Endocrine
human2_lib1.final_cell_0428,alpha,Endocrine
human2_lib1.final_cell_0429,alpha,Endocrine
human2_lib1.final_cell_0430,beta,Endocrine
human2_lib1.final_cell_0431,ductal,Exocrine
human2_lib1.final_cell_0432,gamma,Endocrine
human2_lib1.final_cell_0433,delta,Endocrine
human2_lib1.final_cell_0434,ductal,Exocrine
human2_lib1.final_cell_0435,delta,Endocrine
human2_lib1.final_cell_0436,beta,Endocrine
human2_lib1.final_cell_0437,alpha,Endocrine
human2_lib1.final_cell_0438,ductal,Exocrine
human2_lib1.final_cell_0439,gamma,Endocrine
human2_lib1.final_cell_0440,alpha,Endocrine
human2_lib1.final_cell_0441,alpha,Endocrine
human2_lib1.final_cell_0442,alpha,Endocrine
human2_lib1.final_cell_0443,gamma,Endocrine
human2_lib1.final_cell_0444,activated_stellate,PSC
human2_lib1.final_cell_0445,alpha,Endocrine
human2_lib1.final_cell_0446,ductal,Exocrine
human2_lib1.final_cell_0447,alpha,Endocrine
human2_lib1.final_cell_0448,alpha,Endocrine
human2_lib1.final_cell_0449,beta,Endocrine
human2_lib1.final_cell_0450,ductal,Exocrine
human2_lib1.final_cell_0451,alpha,Endocrine
human2_lib1.final_cell_0452,gamma,Endocrine
human2_lib1.final_cell_0453,delta,Endocrine
human2_lib1.final_cell_0454,alpha,Endocrine
human2_lib1.final_cell_0455,alpha,Endocrine
human2_lib1.final_cell_0456,ductal,Exocrine
human2_lib1.final_cell_0457,activated_stellate,PSC
human2_lib1.final_cell_0458,alpha,Endocrine
human2_lib1.final_cell_0459,alpha,Endocrine
human2_lib1.final_cell_0460,alpha,Endocrine
human2_lib1.final_cell_0461,gamma,Endocrine
human2_lib1.final_cell_0462,alpha,Endocrine
human2_lib1.final_cell_0463,beta,Endocrine
human2_lib1.final_cell_0464,alpha,Endocrine
human2_lib1.final_cell_0465,alpha,Endocrine
human2_lib1.final_cell_0466,beta,Endocrine
human2_lib1.final_cell_0467,ductal,Exocrine
human2_lib1.final_cell_0468,schwann,schwann
human2_lib1.final_cell_0469,delta,Endocrine
human2_lib1.final_cell_0470,gamma,Endocrine
human2_lib1.final_cell_0471,activated_stellate,PSC
human2_lib1.final_cell_0472,alpha,Endocrine
human2_lib1.final_cell_0473,ductal,Exocrine
human2_lib1.final_cell_0474,beta,Endocrine
human2_lib1.final_cell_0475,beta,Endocrine
human2_lib1.final_cell_0476,alpha,Endocrine
human2_lib1.final_cell_0477,gamma,Endocrine
human2_lib1.final_cell_0478,gamma,Endocrine
human2_lib1.final_cell_0479,ductal,Exocrine
human2_lib1.final_cell_0480,alpha,Endocrine
human2_lib1.final_cell_0481,activated_stellate,PSC
human2_lib1.final_cell_0482,endothelial,endothelial
human2_lib1.final_cell_0483,beta,Endocrine
human2_lib1.final_cell_0484,beta,Endocrine
human2_lib1.final_cell_0485,endothelial,endothelial
human2_lib1.final_cell_0486,alpha,Endocrine
human2_lib1.final_cell_0487,beta,Endocrine
human2_lib1.final_cell_0488,beta,Endocrine
human2_lib1.final_cell_0489,alpha,Endocrine
human2_lib1.final_cell_0490,ductal,Exocrine
human2_lib1.final_cell_0491,alpha,Endocrine
human2_lib1.final_cell_0492,alpha,Endocrine
human2_lib1.final_cell_0493,alpha,Endocrine
human2_lib1.final_cell_0494,gamma,Endocrine
human2_lib1.final_cell_0495,activated_stellate,PSC
human2_lib1.final_cell_0496,alpha,Endocrine
human2_lib1.final_cell_0497,beta,Endocrine
human2_lib1.final_cell_0498,alpha,Endocrine
human2_lib1.final_cell_0499,alpha,Endocrine
human2_lib1.final_cell_0500,quiescent_stellate,PSC
human2_lib1.final_cell_0501,gamma,Endocrine
human2_lib1.final_cell_0502,alpha,Endocrine
human2_lib1.final_cell_0503,alpha,Endocrine
human2_lib1.final_cell_0504,alpha,Endocrine
human2_lib1.final_cell_0505,alpha,Endocrine
human2_lib1.final_cell_0506,alpha,Endocrine
human2_lib1.final_cell_0507,quiescent_stellate,PSC
human2_lib1.final_cell_0508,alpha,Endocrine
human2_lib1.final_cell_0509,alpha,Endocrine
human2_lib1.final_cell_0510,alpha,Endocrine
human2_lib1.final_cell_0511,ductal,Exocrine
human2_lib1.final_cell_0512,alpha,Endocrine
human2_lib1.final_cell_0513,beta,Endocrine
human2_lib1.final_cell_0514,beta,Endocrine
human2_lib1.final_cell_0515,beta,Endocrine
human2_lib1.final_cell_0516,beta,Endocrine
human2_lib1.final_cell_0517,ductal,Exocrine
human2_lib1.final_cell_0518,alpha,Endocrine
human2_lib1.final_cell_0519,alpha,Endocrine
human2_lib1.final_cell_0520,ductal,Exocrine
human2_lib1.final_cell_0521,alpha,Endocrine
human2_lib1.final_cell_0522,beta,Endocrine
human2_lib1.final_cell_0523,activated_stellate,PSC
human2_lib1.final_cell_0524,ductal,Exocrine
human2_lib1.final_cell_0525,mast,Immune
human2_lib1.final_cell_0526,alpha,Endocrine
human2_lib1.final_cell_0527,beta,Endocrine
human2_lib1.final_cell_0528,alpha,Endocrine
human2_lib1.final_cell_0529,alpha,Endocrine
human2_lib1.final_cell_0530,beta,Endocrine
human2_lib1.final_cell_0531,gamma,Endocrine
human2_lib1.final_cell_0532,beta,Endocrine
human2_lib1.final_cell_0533,ductal,Exocrine
human2_lib1.final_cell_0534,ductal,Exocrine
human2_lib1.final_cell_0535,ductal,Exocrine
human2_lib1.final_cell_0536,ductal,Exocrine
human2_lib1.final_cell_0537,alpha,Endocrine
human2_lib1.final_cell_0538,beta,Endocrine
human2_lib1.final_cell_0539,ductal,Exocrine
human2_lib1.final_cell_0540,beta,Endocrine
human2_lib1.final_cell_0541,endothelial,endothelial
human2_lib1.final_cell_0542,beta,Endocrine
human2_lib1.final_cell_0543,beta,Endocrine
human2_lib1.final_cell_0544,macrophage,Immune
human2_lib1.final_cell_0545,gamma,Endocrine
human2_lib1.final_cell_0546,ductal,Exocrine
human2_lib1.final_cell_0547,ductal,Exocrine
human2_lib1.final_cell_0548,beta,Endocrine
human2_lib1.final_cell_0549,quiescent_stellate,PSC
human2_lib1.final_cell_0550,ductal,Exocrine
human2_lib1.final_cell_0551,alpha,Endocrine
human2_lib1.final_cell_0552,alpha,Endocrine
human2_lib1.final_cell_0553,ductal,Exocrine
human2_lib1.final_cell_0554,alpha,Endocrine
human2_lib1.final_cell_0555,ductal,Exocrine
human2_lib1.final_cell_0556,beta,Endocrine
human2_lib1.final_cell_0557,alpha,Endocrine
human2_lib1.final_cell_0558,ductal,Exocrine
human2_lib1.final_cell_0559,beta,Endocrine
human2_lib2.final_cell_0001,delta,Endocrine
human2_lib2.final_cell_0002,alpha,Endocrine
human2_lib2.final_cell_0003,alpha,Endocrine
human2_lib2.final_cell_0004,alpha,Endocrine
human2_lib2.final_cell_0005,alpha,Endocrine
human2_lib2.final_cell_0006,delta,Endocrine
human2_lib2.final_cell_0007,ductal,Exocrine
human2_lib2.final_cell_0008,alpha,Endocrine
human2_lib2.final_cell_0009,delta,Endocrine
human2_lib2.final_cell_0010,delta,Endocrine
human2_lib2.final_cell_0011,delta,Endocrine
human2_lib2.final_cell_0012,activated_stellate,PSC
human2_lib2.final_cell_0013,beta,Endocrine
human2_lib2.final_cell_0014,delta,Endocrine
human2_lib2.final_cell_0015,ductal,Exocrine
human2_lib2.final_cell_0016,ductal,Exocrine
human2_lib2.final_cell_0017,ductal,Exocrine
human2_lib2.final_cell_0018,ductal,Exocrine
human2_lib2.final_cell_0019,alpha,Endocrine
human2_lib2.final_cell_0020,delta,Endocrine
human2_lib2.final_cell_0021,macrophage,Immune
human2_lib2.final_cell_0022,beta,Endocrine
human2_lib2.final_cell_0023,delta,Endocrine
human2_lib2.final_cell_0024,ductal,Exocrine
human2_lib2.final_cell_0025,beta,Endocrine
human2_lib2.final_cell_0026,delta,Endocrine
human2_lib2.final_cell_0027,alpha,Endocrine
human2_lib2.final_cell_0028,alpha,Endocrine
human2_lib2.final_cell_0029,activated_stellate,PSC
human2_lib2.final_cell_0030,ductal,Exocrine
human2_lib2.final_cell_0031,beta,Endocrine
human2_lib2.final_cell_0032,ductal,Exocrine
human2_lib2.final_cell_0033,alpha,Endocrine
human2_lib2.final_cell_0034,delta,Endocrine
human2_lib2.final_cell_0035,ductal,Exocrine
human2_lib2.final_cell_0036,ductal,Exocrine
human2_lib2.final_cell_0037,beta,Endocrine
human2_lib2.final_cell_0038,alpha,Endocrine
human2_lib2.final_cell_0039,alpha,Endocrine
human2_lib2.final_cell_0040,beta,Endocrine
human2_lib2.final_cell_0041,alpha,Endocrine
human2_lib2.final_cell_0042,beta,Endocrine
human2_lib2.final_cell_0043,ductal,Exocrine
human2_lib2.final_cell_0044,ductal,Exocrine
human2_lib2.final_cell_0045,ductal,Exocrine
